pickup_datetime,passenger,pickup_geohash,dropoff_geohash,fare
2012-08-06 13:10:00,1,dr5reu1nme0v,dr5reuyvyzxs,6.1
2015-06-03 17:32:59,1,dr5rugb0wjr4,dr5ru40sftjk,15.0
2015-05-13 18:00:22,1,dr5rgbtx7hy3,dr5regdh0ckm,11.5
2015-05-27 20:09:34,1,dr5ruu0u2wcj,dr5ref788zkq,20.0
2009-11-03 16:48:00,1,dr5rudk0gqtb,dr5rsn4qe4s4,8.1
2010-03-14 08:19:00,1,dr5ru04zyrky,dr5rumsuhmcf,8.1
2014-05-10 21:25:00,1,dr5ru17evg5w,dr5ruvz1u3nt,14.0
2009-11-09 20:41:58,1,dr5ru6j4u6jr,dr5ru9kphv8k,4.5
2010-01-30 00:05:13,1,dr5ru4qvss7k,6peg1dudj1nf,6.5
2010-05-28 16:46:00,3,dr5ru03p5vtj,dr5ruk5ftxep,10.5
2012-03-08 19:12:00,1,dr5rkpqvwpkd,dr5rkjky3py4,4.5
2012-04-13 07:50:00,6,dr5ruuhfwecd,dr5rsh1uu4en,16.5
2014-02-28 07:41:23,1,dr5rezuv4m78,dr5rsprwcy7m,6.0
2015-03-14 16:11:21,1,dr5x0ygwqmsb,dr5ruf2my8fk,57.33
2009-03-14 14:02:07,1,dr72h2rc06kt,dr72h8gbs0px,4.1
2009-11-25 12:33:17,2,dr5rsw1wrh85,dr5rs5wyxcp6,8.9
2013-06-25 14:34:00,5,dr72hge8brb5,dr5ruthkw39m,14.0
2011-04-21 00:39:17,1,dr5rsx3984gm,dr5ry93z2wbb,18.9
2012-03-03 21:00:00,1,dr5rudmrnfyz,dr5rukn7nb7z,5.7
2013-09-11 12:17:00,1,dr5ruxbk7qdv,dr72hg38ed3x,11.0
2009-05-03 00:25:00,1,dr5rsjmg1516,dr5rv13fxy1e,18.1
2009-08-03 15:31:00,1,dr5rsr6pu7k6,dr5rvnctcrvk,11.7
2010-06-30 18:42:13,1,dr5rvr9hd5ru,dr5rvhgh41bu,6.1
2013-03-11 11:52:57,1,dr5rsxfmpywf,dr5rs5ff4emd,14.0
2014-11-05 10:31:00,1,dr5ruqcyjppt,dr5rspz2tm9c,16.5
2015-05-10 15:57:24,1,dr5reumkb3e7,dr5refek46cg,6.5
2013-01-27 00:46:00,1,dr72hcuj8h70,dr72j1mr7v7u,5.5
2011-07-21 22:32:40,1,dr5rsm7cy0z0,dr5rvnm7hqjv,12.9
2012-02-27 17:25:00,1,dr5ruete6x5u,dr5rut3uywem,7.3
2013-01-24 19:21:00,1,dr5rst028sff,dr5ru1s4pxy5,13.0
2013-01-24 19:21:00,1,dr5ryyxqcgbj,dr5rvq0dpzj6,29.3
2013-07-31 00:55:00,1,dr5rsutxwyr4,dr5rsqw6qzjr,12.5
2009-03-16 08:03:00,1,dr5ru15q6z3d,dr5rsrx9j9bv,6.5
2011-09-27 08:27:00,5,dr5ru2cg4u9p,dr5recv1ze8f,14.5
2011-11-15 12:25:55,1,dr5regv514r9,dr5ru3p8xwv2,12.9
2012-04-09 07:17:02,1,dr5rvp7u3hwn,dr5ruezf4rvn,6.5
2014-12-03 21:58:06,1,dr5rsm8kemre,dr5ru303cm5t,8.0
2012-06-12 12:35:00,2,dr5rudhz7nmj,dr5rued887rj,9.7
2012-08-16 10:16:12,1,dr5recuwzbjm,dr5ref95jzp1,4.5
2015-02-24 11:51:30,2,dr5ruhkmqnzj,dr5rudbxhkyp,10.0
2009-11-05 07:44:24,1,dr72h9w75381,dr72hcew0yms,3.7
2011-10-12 12:48:00,1,dr5rgckvejt9,dr5ru2vs6q5u,10.1
2013-09-07 20:57:32,1,dr5ruswc8b4g,dr72j0dvqpdv,7.0
2010-10-09 12:51:00,1,dr5rugsb0m3n,dr5rgcw8x2bh,12.9
2014-03-25 14:42:39,2,dr5ruypx3t25,dr5ruuyfufdc,6.0
2014-10-17 08:43:26,1,dr5ru3rkvuxr,dr5rusrvfmf6,10.5
2009-01-07 23:10:41,1,dr5ru660z6np,dr5x8xuh1r06,26.1
2009-03-18 10:13:24,1,dr72h2ru5e1m,dr5ruhx4jpy3,6.5
2009-08-31 22:05:00,4,dr5ruem2pfyh,dr5ruyukbwjm,7.7
2011-05-15 17:10:00,3,dr5rs484u66g,dr5rsnpz78p2,7.7
2009-12-19 13:16:00,5,dr5x1p1sfu59,dr5rud94nc1u,49.57
2011-07-10 02:31:03,3,dr5ruervpgyw,dr5ruuyv6gvd,4.1
2012-04-26 16:47:39,0,dr5ruq3csbtv,dr5ruyk04z2y,7.3
2012-05-17 23:38:02,1,dr5rurpfeb5w,dr5rukd0j0y8,11.3
2015-01-22 19:12:32,1,dr5ruqzgpsux,dr72h8rrp29n,8.0
2015-04-16 18:14:20,1,dr5ruscupz47,dr5rgbx7devm,16.5
2012-02-29 08:43:00,1,dr5rue46hc6h,dr5ru7v0b0cp,5.7
2012-03-22 13:48:00,1,dr5rzjyjnn4q,dr5x8kvcrbje,16.9
2011-06-06 22:43:00,1,dr5ru73xzw2g,dr5rus2hzv4b,4.5
2012-09-20 07:56:36,1,dr5rvpjjyesz,dr5rskxemcn2,18.5
2014-06-28 06:56:24,1,dr5ru68g7cfq,dr5rumfg111z,8.0
2012-04-19 23:58:00,1,dr5ru4vqddng,dr5rusw2vnd4,8.1
2013-01-23 21:08:00,5,dr5rsq327qwe,dr5rsjk9zfmn,11.5
2015-02-08 02:34:46,2,dr5rsp4xpbdq,dr5reff20bsq,8.5
2012-08-05 16:19:00,1,dr5rud8k14nb,dr5ru3nyup91,5.3
2013-09-10 14:04:00,1,dr72hdzxev29,dr72hc9k0pxf,6.0
2010-07-12 11:14:37,1,dr5ruu2u7d2u,dr5rsjv1u59s,12.5
2011-05-28 14:49:02,1,dr5ru2hpqs6j,dr5rsmk2v9u4,7.3
2011-06-29 22:17:00,5,dr5ruvs8v1ew,dr5ruw8brmgm,4.5
2012-03-13 11:46:00,1,dr5ru5fuve30,dr72jhss3zjg,16.9
2012-04-06 21:47:00,5,dr5ruut5k53s,dr5ru3m1268t,6.9
2014-05-05 08:14:00,6,dr5ruxc7ctx0,dr5rus9ndk1k,11.0
2012-05-21 14:11:00,2,dr5rspnfeese,dr5rspj71t8j,4.1
2013-10-11 07:46:00,1,dr5ruq38kqzv,dr5rev5tt76c,14.5
2009-08-17 08:27:02,1,dr5ru7bk2ktc,dr5ru19ykxp2,4.9
2009-12-30 22:18:00,1,dr5rux1vvsg5,dr5rvpv5hwsd,8.1
2010-05-11 13:06:00,2,dr5rumtcec9f,dr5ru60hkh8c,10.9
2012-03-29 11:50:44,2,dr5rzjyhgbu1,dr5ru18sgrf7,43.7
2012-04-11 11:38:00,3,dr5rgfqyqeqd,dr5rus8r5nzp,12.1
2013-01-20 09:46:20,1,dr5rudegtre6,dr5ruy50pk9x,6.5
2013-08-07 03:28:00,1,dr5ru6sxkykx,dr5rsrx459x5,12.0
2014-02-13 00:18:00,1,dr5rvvk5bbky,dr5rt5nru0hs,20.5
2009-01-15 12:07:00,1,dr5rynfuw1xj,dr5ry33xxuvj,9.7
2010-06-21 18:10:20,1,dr72hdp9vrcu,dr5ruq6wgw2k,8.9
2010-06-27 02:33:59,1,dr5rsr883tvn,dr5rumpwt2hk,9.7
2012-07-07 23:09:39,4,dr5ru62cv56t,dr5ruhu7jwye,7.7
2012-10-31 22:56:02,2,dr5ruey01m1w,dr72j28c39q0,10.0
2014-02-08 10:38:05,1,dr5rusgr93dp,dr5rsp0x2n9y,11.5
2010-10-23 08:17:00,1,dr5refd5rzpc,dr5ruxe2dp11,19.3
2011-04-27 13:03:00,1,dr5ru9dc0jbn,dr5ruuxfp0fu,6.9
2012-03-25 18:45:00,5,dr5ru17vsp3k,dr5ruktw6ecn,6.1
2009-10-20 16:58:00,3,dr5rvpj850h8,dr5rugz96f15,10.5
2012-10-15 21:09:00,1,dr5rs5ewp0mr,dr5redvy7x7g,7.5
2009-01-26 14:10:00,1,dr5ru7dt7bs3,dr5rux8z33tv,7.7
2009-02-19 20:15:57,1,dr5rstff1g0e,dr5rsq5nvkp6,4.6
2009-10-02 04:50:03,1,dr5rukxq4un7,dr72h2q9eqp2,6.9
2010-10-23 02:35:00,6,dr5rsgqp2e7j,dr5rtd5pp58t,8.5
2011-09-13 23:44:00,2,dr5rgbzyuy6p,dr5rum7bmskd,7.3
2012-07-13 17:08:02,1,dr5ru15pyr19,dr72hvq2m2wx,23.3
2013-01-07 11:56:00,1,7zzzzzzzzzzz,7zzzzzzzzzzz,3.5
2013-05-17 09:45:00,3,dr5rzjwz8eyc,dr5rut0ccdnf,11.5
2014-05-08 07:39:00,1,dr5ruqtu9y3h,dr5rgcr7ens1,11.0
2009-03-01 22:10:57,1,dr5rugbckthe,dr5rumzbbdu0,5.3
2011-12-31 04:11:00,1,dr5rgcq1g150,dr72jrt42nbh,19.3
2013-12-20 23:13:14,2,dr5reezp4eb7,dr5rsp2dd1u7,10.0
2014-11-06 20:40:14,1,dr5ru7vvtvm5,dr5rueqg8092,15.5
2010-01-26 20:11:00,1,dr5rueg6e3yd,dr5ru63tfz4y,6.5
2013-04-07 02:41:00,2,dr5rvnmwvj2y,dr5rvj4eu89b,4.5
2009-07-12 09:46:11,1,dr5ruzwkhnjs,dr5rugsb17kh,6.5
2010-07-15 08:25:49,1,dr5rsx964rer,dr5ruscfvzpy,10.9
2012-12-13 19:56:25,1,dr5rumxtn1fz,dr72j5kc8nmz,13.5
2009-07-16 12:28:59,1,dr5ru7bcp7uq,dr5rspj7hukh,10.1
2011-07-21 08:55:27,1,dr5rux82cf50,dr5ruefyktf1,8.1
2012-09-09 12:54:45,3,dr72hcezmjd1,dr72h9w0ydx2,4.0
2013-08-20 11:26:08,1,dr5rvper31tj,dr5ruywxqxmc,4.0
2013-11-14 12:29:52,1,dr5rus28meqw,dr5revse1czv,19.0
2010-06-17 12:19:34,1,dr5rud9hs1xj,dr5rus0vuhvn,4.9
2010-11-12 23:04:00,5,dr5ru800x0bf,dr5rstghxhd3,5.3
2011-12-09 22:49:15,1,dr5rsqhbzehk,dr5rsp341cff,6.5
2013-04-24 07:18:53,1,dr5rsr6jt2jy,dr5russze3x7,11.5
2015-04-03 10:08:54,1,dr5ru73v3s54,dr5rgbwx44hk,8.5
2009-03-28 23:14:00,1,dr5rsm8d4uq0,dr5rt5cfvmpd,8.9
2009-11-23 15:18:12,1,dr72h82ch2sd,dr5ruqzv2wub,4.1
2011-09-17 13:06:00,4,dr5x2bj7wgrh,dr5ruk6e91j1,45.0
2011-11-01 23:41:00,2,7zzzzzzzzzzz,7zzzzzzzzzzz,11.7
2013-05-16 15:04:10,1,dr5rujts45gy,dr5ru1x8mqtk,11.5
2013-08-05 10:49:54,1,dr5rudce5670,dr5rvnh0nwqs,10.0
2015-03-27 13:31:53,5,dr5ruxytwv24,dr5rvr89sbr7,9.0
2015-05-13 19:32:36,1,dr5rum1k93jd,dr72j0s63c0z,14.5
2009-02-16 19:25:00,1,dr5ryywnjpbp,dr5rus81e6vk,25.3
2009-05-07 21:38:00,2,dr5rsnq842gz,dr5regy23b30,4.9
2009-06-28 18:06:00,1,dr5ru3pqpydc,dr5rtjr76x0n,16.1
2012-01-07 12:17:58,1,dr5rutn8w0kr,dr5ruyk7fjxk,4.5
2012-09-24 08:48:18,1,dr5rud0bpj2u,dr5rsjvzf0c7,10.5
2011-07-20 09:20:00,1,dr5rudmk9k8n,dr5rue3j111v,5.7
2013-08-31 02:40:56,2,dr5rspnn1e54,dr5rer4hug93,61.25
2014-01-04 03:22:00,1,dr5ru7d5ud7f,dr5ru7nhzepx,20.0
2014-09-15 15:28:17,1,dr5rusveeyxy,dr5x1nbqs1qm,57.33
2015-06-05 21:26:50,1,dr5ru65vbrgr,dr5rsrjj669v,10.5
2011-02-24 18:15:00,3,dr5ruzn7ftc7,dr5ruqru0rkd,8.9
2015-03-17 13:07:36,2,dr5rut69zned,dr5rujn1mu5d,7.5
2010-02-23 09:01:00,1,dr5ru3qp2k9c,dr5rusd0b51x,6.5
2010-02-27 22:30:00,5,dr5rum6t3crp,dr5rukznspf6,3.7
2010-10-15 23:39:00,2,dr5rsn2gbhby,dr5rsm8ce769,5.7
2011-10-11 00:39:41,1,dr5ru4x3gz6y,dr5ru7bfhq9h,4.1
2013-05-22 23:45:53,1,dr72j3c29s73,dr5rvj675gjq,8.0
2015-02-10 20:23:25,1,dr5ruu33u9eg,dr5ruqrvn4c7,7.5
2015-05-20 07:11:44,1,dr5rumkz7tx2,dr5ru21urzxu,11.0
2009-08-21 19:18:28,1,dr5ruy4kbnxw,dr5ru6ns0yuw,7.7
2009-12-31 21:22:00,1,dr5ruej31qct,dr5rug6rp7kd,4.5
2015-02-02 10:18:29,3,dr5rusqzh7w1,dr5ru5f63ybv,11.5
2011-04-15 23:38:00,5,dr5rksbvu4xm,dr5rshd5y909,12.5
2011-06-15 20:20:00,5,dr5rsh9h4cf4,dr5reugg5p4g,4.1
2012-01-25 19:01:24,2,dr5refqnx988,dr5ru3jj9kne,12.9
2012-04-25 13:54:00,1,dr5rsp71kxbn,dr5rsq7e0q0x,5.7
2011-09-20 19:36:00,3,dr72hf22sdty,dr72h9hyk7zs,4.1
2012-02-21 13:28:00,6,dr5ru7s9hn14,dr5ru9ur6hd7,8.9
2012-12-15 21:09:00,3,dr5ruq56qtd5,dr5ru29g1dbj,15.0
2011-06-02 08:50:00,1,dr5rvje2jr8k,dr5ruvp13zyf,5.3
2013-05-22 09:03:00,1,dr5ruggep1rx,dr5ru7pj5n43,8.5
2015-06-09 22:05:07,1,dr5ruqxz2cuq,dr72hgus3nfj,8.5
2013-01-03 09:10:45,1,dr5rusct5knn,dr5rzjxg37e3,36.3
2011-08-09 17:54:00,1,dr5ru6511g97,dr5rug2hxu57,8.1
2012-02-06 07:19:00,1,dr5ry390g6hy,dr5rudstquqf,16.5
2010-08-12 08:57:20,1,dr5rsnfn4w3c,dr5ru2x4gdx1,8.9
2011-06-04 16:07:00,1,dr5rgbqht9y8,dr5rv5b5ffxk,14.1
2010-08-29 08:46:00,2,dr5rsjz1tt2p,dr5rsr0yur53,10.1
2011-10-27 19:34:00,1,dr72j0ht1s13,dr5rvp76qwsk,3.7
2013-07-02 20:07:00,5,dr5ruexwjygb,dr5ru2rmgg0m,8.0
2014-08-03 00:28:34,1,dr5ru4x0kykt,dr72huh61fzp,14.5
2015-02-24 12:18:32,2,7zzzzzzzzzzz,dr5ru1pc9144,2.5
2010-08-14 02:23:20,1,dr5rspuyz88c,dr5ru648pm2k,5.3
2015-03-11 08:20:14,1,dr72j0yydhs7,dr5ruexyqc0p,13.5
2015-05-02 05:40:41,1,dr5rsjxnsd7z,dr5x0yzu8hte,52.0
2015-06-20 22:46:02,1,dr5rsmuw46ze,dr5rsx2uwqhc,4.5
2009-08-01 23:17:10,2,dr5ru7zcrtq1,dr5ruet9nu4n,4.1
2012-01-06 12:14:00,1,dr72j0z196wz,dr72hcvqx9w2,5.7
2012-05-01 17:20:00,1,dr5ru097r5kd,dr5ru2vgmncr,8.5
2012-06-05 10:24:00,1,dr5rzjymfq6w,dr5ru6xvf1yv,33.3
2013-05-01 14:35:00,1,dr5ruu7t17re,dr5ru63xp453,14.0
2013-07-26 23:37:28,1,dr5rvpes5x8u,dr5rvq3kzp10,5.5
2015-01-05 10:12:59,4,dr5ruu2hg4q3,dr5rudn34u70,7.0
2014-08-19 09:05:21,1,dr5ru37hhmk0,dr5rsr7jtnvs,6.5
2009-03-03 07:46:02,1,dr5rukxsg3v1,dr5ruf8pb4yz,5.7
2010-02-24 22:43:00,2,dr5ruepy6gvs,dr5ru2vv1gzb,6.1
2012-11-30 22:04:06,1,dr5rsn3b9hny,dr5ru3vsr0t8,11.0
2014-12-19 15:34:00,1,dr5ru6e2hkt3,dr5ruhvn0r7j,14.0
2009-06-08 21:52:57,1,dr5rukj0ktdr,dr5ru6yer630,7.3
2014-01-17 17:15:00,1,dr5ruyhbv9y1,dr5rusn8v90g,5.5
2011-06-01 00:23:45,1,dr5rsn2dwv8s,dr72humg4r21,15.3
2014-04-17 16:20:53,1,dr5rsje2dxpm,dr5rececgj2x,19.5
2009-01-31 16:12:59,1,dr5ruw76ms6t,dr5ruj4huqgj,6.5
2009-02-16 17:01:09,1,dr5ru89fscy3,dr5ruhqek57y,2.5
2010-04-07 18:04:21,1,dr5rvnn3u9rr,dr5rsrq3y314,10.9
2010-05-11 07:37:00,1,dr72hgdm0m6d,dr5ru70swqx6,11.7
2009-08-08 20:46:00,1,dr5rst8jyg3k,dr5ruthjszw2,12.5
2010-09-18 17:01:30,1,dr5ruh6crcqb,dr5rukj0dg9y,4.5
2011-05-12 12:47:00,1,dr5ruyvgbhmj,dr5ruw1wx1rs,6.5
2012-02-17 19:49:07,4,dr72j0eb33pb,dr5rvnfs6v6u,4.9
2013-11-28 15:11:00,3,dr5ru6v7en5q,dr5ru2h9p8he,8.0
2011-01-24 11:28:39,1,dr5ru026q51u,dr5ru1nsxwxk,4.5
2013-10-07 22:27:00,1,dr5ru3pfz7hm,dr5rsr1m7w6k,6.0
2014-02-08 06:30:00,4,dr5rezy9c0n1,dr5ru4qsjkz5,5.0
2009-09-25 10:11:48,1,dr5rsj6pyb4y,dr5rznhfqrp7,37.07
2010-03-19 13:16:02,2,dr5rvpgm74vz,dr5rshqhyhxq,18.1
2010-07-10 04:00:19,1,dr5rsku2vwuy,dr5refymed5g,7.7
2014-11-23 02:49:00,1,dr72h8et0f60,dr5ru5j8jdmk,11.5
2015-04-18 09:45:09,1,dr5ru88qy5xp,dr5ru608z8ht,7.5
2010-01-28 17:35:00,1,dr5ru7d3fvcm,dr5ruw3z7n1p,6.1
2011-05-12 17:02:00,1,dr72hg3pcny5,dr5rvjb6p5wg,11.3
2013-01-20 15:46:00,1,dr5rudbxjv3x,dr5ru6d44x8v,5.5
2014-08-03 11:08:30,1,dr5ru4qsn13f,dr5rukxc2zqe,10.0
2010-10-20 07:27:00,1,dr5ruuth4ehf,dr5ru8083rs8,9.3
2012-01-06 20:00:00,2,dr5ru9q20g4k,dr5ruuwgq2nc,6.1
2012-06-03 00:38:40,1,dr5ru0udx8cp,dr5rwk1hxkv0,22.9
2010-02-26 20:33:44,1,dr5ruxgvnfd7,dr72h8dueuss,3.3
2013-02-14 17:02:00,1,dr5rsp7wuk7u,dr5rus9hs1hc,11.5
2009-01-22 19:15:00,1,dr5rgbvxkb9c,dr5rsjd8bbu6,8.1
2010-07-08 15:09:53,2,dr5x0ygfz42x,dr5x0yu402hw,55.0
2012-02-19 00:20:36,1,dr5rskdex1nz,dr5rvcj2f5eg,14.1
2012-10-02 21:21:00,1,dr5rvpmmfcy4,dr72jkscc97g,9.5
2009-02-17 07:04:00,2,dr5rud43w7xu,dr5ru6ghqnjd,4.1
2010-03-17 22:34:00,1,dr5rgbwg1zu3,dr5rsheeq256,8.5
2011-12-29 09:53:33,1,7zzzzzzzzzzz,7zzzzzzzzzzz,6.9
2013-03-17 06:35:23,1,dr5ru8d5mzzx,dr5ruvfx91xw,10.5
2013-05-22 10:09:38,1,dr5rvnm0495u,dr5rue9sfyu5,13.5
2013-08-27 17:01:37,1,dr5ru7f9fscb,dr5ru69gn222,5.5
2014-06-04 09:21:00,1,dr5rurwp59f5,dr72j0v54s5u,11.0
2009-03-10 17:44:00,1,dr5ruu8ccg7z,dr5rueg7teks,5.7
2010-03-22 15:01:32,1,dr5rvp8jwn0r,dr5rvjkfq9fg,6.9
2010-11-26 12:17:30,1,dr5reu55097p,dr5rsjxkfqpe,6.5
2012-04-08 11:45:00,4,dr5rvnpnvx3k,dr5rzs55e5w8,24.1
2012-11-14 14:46:55,1,dr5rvjc0tfjy,dr5ruu2q9rs9,7.0
2014-12-13 16:17:56,1,dr72j2bhk4ys,dr5rvnjt647w,8.0
2009-01-04 23:14:46,1,dr5reuh7tn0m,dr5refd21r84,4.6
2010-12-17 17:16:08,1,dr72hcu0ehyg,dr72j0x604wk,6.1
2012-03-18 06:07:00,1,dr5rsj37rqzf,dr5ru7k2zgfg,8.9
2011-10-21 22:55:00,2,dr72h9vgb391,dr5rvndq4vbj,7.3
2015-06-14 09:27:51,2,dr5ruqcym3fw,dr5rud8r8hte,12.5
2009-03-14 22:06:00,2,dr5rvj9nrxkq,dr5rudn7n9kc,6.9
2010-01-15 05:29:00,1,dr5refwnqk14,dr5rumgwh3mv,18.9
2013-03-26 07:37:32,1,dr5ru33s8e87,dr5rusjy1kpp,9.5
2013-06-02 01:13:00,2,dr5rshuyyud9,dr72hdrjzb59,22.5
2014-10-15 14:47:00,1,dr5rud9ktdb9,dr5rusju1bpw,5.5
2015-06-28 13:00:47,1,dr5rukxezh7w,dr5rujxb37ms,6.5
2011-10-28 17:48:45,1,dr5ru03gc543,dr5ru4xkzvzw,5.3
2014-07-12 20:25:00,3,dr5rusm59n2b,dr5ru6xvjvb1,4.5
2011-06-23 12:21:00,1,dr5ruymt07wm,dr5rusqk0cu9,10.1
2015-01-18 12:34:09,2,dr5rvnmwg7h0,dr5rudsxzf63,9.5
2012-03-23 14:36:00,1,dr5ru7b6yc33,dr5ru5djw2fw,4.5
2013-07-16 08:22:00,2,dr5ru9vfb2hc,dr5rsjy3qbky,10.0
2014-02-06 13:54:00,1,dr5rugky7sn9,dr5rud10dtx7,9.5
2010-05-14 01:58:00,2,dr5rsq7u65bu,dr5rk7zg86fm,14.1
2013-04-15 08:03:00,5,dr5redqeqktm,dr5regcnsnvx,4.0
2009-10-02 13:00:00,1,dr5rvnhwjz9n,dr5rvr522135,8.5
2011-12-24 15:25:27,1,dr5ruyet3ddw,dr5rsp9t5fuu,12.9
2013-07-30 21:19:00,1,dr5ruurz06q7,dr5rske7b1v1,14.5
2013-12-20 13:12:00,3,dr5rusdv56ru,dr5ru29ukmg1,17.5
2015-01-31 15:39:10,1,dr5x0zzerts8,dr5rusfp0fhk,52.0
2010-09-22 16:46:00,1,dr72h9wmx1t2,dr72w1hcruvy,11.7
2012-02-18 20:20:00,3,dr5rsqszbugr,dr5ru3ts8pxm,7.7
2014-05-28 12:14:00,1,7zzzzzzzzzzz,7zzzzzzzzzzz,20.5
2015-02-27 22:54:00,1,dr5rt515xwu8,dr5rkz799d7p,10.0
2009-02-03 07:47:00,1,dr5ru9gy1bf9,dr5ru9gy1bf9,6.1
2013-02-04 18:44:41,1,dr5reghjfwnv,dr5rspcny9gd,10.0
2015-02-07 21:21:20,3,dr5rsn58ge1b,dr5rsw1z48tq,9.0
2015-04-05 23:51:57,1,dr5rsmk2mcgw,dr5rstbg9cnd,3.5
2009-09-12 18:16:00,5,dr5ru1z1ykes,dr5rezjwywu5,7.3
2010-10-21 12:20:53,1,dr72hdn76cm8,dr72h95tcrmt,3.3
2012-02-07 16:29:01,1,dr5ruyh9pkqv,dr5rgbxphy89,14.1
2013-06-07 03:03:59,1,dr5ru486cy4b,dr5rgbw8tyhu,5.5
2014-09-19 05:28:20,1,dr5ruvztdrex,dr5ruypb55hc,2.5
2015-06-06 21:49:09,1,dr5ruef71jdn,dr5ru19pf8vk,11.0
2009-03-18 20:15:00,5,dr5ru80dz999,dr5rsnbwhgdn,8.1
2010-07-17 00:17:00,2,dr5rsuwjdwp8,dr5rsku32p9p,8.5
2012-08-06 13:00:00,1,dr5ru7fqj0nm,dr5rujy4n56v,6.9
2015-01-07 19:21:26,1,dr5rut17mu5d,dr5ru63rxqc0,6.5
2010-04-30 02:46:00,1,dr5ru4jewt8g,dr5ruh5qp3zr,5.3
2010-09-06 11:53:39,1,dr5ruznxsj9x,dr5ruu8zn96k,10.5
2014-03-19 20:58:00,1,dr5ru2m2hd9e,dr5ru13np612,6.5
2014-05-29 01:17:11,1,dr5ru1pcuvt9,dr5rudt8p63c,7.0
2013-09-21 16:20:08,1,dr5ru2kkmnfz,dr5rvpsb38xv,14.5
2011-10-05 19:06:46,1,dr5ru9nq2z74,dr5rvpwzk0z0,8.5
2012-04-02 22:38:04,2,dr5ruqryc2vr,dr5rkknts1tb,22.1
2012-07-19 10:52:28,1,dr5ruw801y9v,dr5ruu9bqtnp,6.1
2013-08-16 13:16:12,1,dr5ru2r0rkvg,dr5ru3tnp8wm,6.0
2014-06-25 09:44:00,1,dr5rzjyk80c8,dr5ruf8m389f,38.83
2015-01-28 13:43:30,1,dr5ru2r6fpur,dr72j06xfzgp,19.0
2015-03-03 08:39:05,1,dr72j0vmff71,dr5ru256n4ph,22.5
2010-05-22 12:01:00,1,dr5ru4x0ehtd,dr72h95s00gy,9.3
2011-09-16 19:05:00,1,dr5rum3drzkn,dr5rgfj2htms,7.7
2013-05-11 02:00:00,5,dr5ruw8h61mf,dr5ru99tnz6f,12.0
2015-01-26 18:24:07,3,dr5ru1nyj6fe,dr72hdn74wmk,16.0
2009-03-28 13:21:00,5,dr5rvps6t5g9,dr72m9xc1ypw,14.9
2013-11-27 20:27:00,1,dr5rvnyzwsrx,dr72h8he51mc,9.5
2011-08-16 09:37:25,1,dr5rspnqb6hn,dr5rutb1tu2x,14.1
2011-08-18 09:36:00,1,dr5qup9nehj7,dr5ruq10tggd,33.3
2013-02-01 16:14:00,1,dr5rvp221d0y,dr5ru8gm0q3g,19.0
2010-10-31 23:55:00,2,dr5ruyp9x6fw,dr5rvp5xd95f,3.3
2011-03-21 20:09:00,3,dr5ruezug7k8,dr5ru9kjfyr1,4.9
2012-03-15 16:18:00,1,dr5x0ynmxdkw,dr5x0yuzb75v,3.7
2014-02-22 13:03:00,2,dr5rsnptk16h,dr5ru0f21148,9.5
2015-01-24 16:54:20,1,dr5rzn8ub58p,dr5ruequgfm1,30.83
2009-01-13 21:57:42,1,dr5ru3bjh9wt,dr5rsnbcfs37,5.8
2014-05-08 22:46:00,1,dr5rgbugzjqe,dr5rvngj0f6y,20.0
2012-04-19 16:45:00,2,dr5reu4p118z,dr5reu52mmux,6.1
2013-03-03 11:15:53,4,dr72hgvpv2hz,dr5ru73hcjt5,14.5
2015-04-06 17:30:30,1,dr5ruspy89c0,dr5ruyxpv7dx,6.5
2009-07-15 22:28:23,1,dr5rue4070vm,dr72h8mehgp5,10.1
2010-12-30 07:09:00,1,dr5refzh0288,dr5refz1xkkn,2.5
2012-04-04 00:52:08,1,dr5rgbqjyjhw,dr5reu28vqr4,7.7
2012-08-21 19:14:24,2,dr5ruqr073uh,dr5rvp2cxn1z,9.3
2009-05-16 04:36:00,1,dr5rsmr7fcry,dr5refqjf0pm,9.3
2011-07-31 13:57:29,0,dr72j79cq3dr,dr72hujv5e83,6.1
2011-10-31 12:30:26,1,dr5reuxkyb3g,dr5rukqw1z1v,11.3
2012-03-26 11:24:00,3,dr5rusvgr7en,dr5ru6hqubj9,6.1
2013-04-29 10:25:00,1,dr5rusc3sefc,dr72h86ct7vn,9.5
2011-10-06 06:30:00,2,dr5rspjxdc2p,dr5rsjvg1w0k,4.5
2009-11-15 00:15:24,2,dr5ruerbm739,dr5ruew51wn2,7.3
2011-11-28 15:54:00,1,dr5ryytsdvh4,dr5ruu4m9svb,6.1
2014-01-11 00:49:44,1,dr5ru7sv8v95,dr72m2v70nqx,25.5
2015-02-12 18:26:28,1,dr5ruvj2e50w,dr5rvny0bk7q,6.5
2011-12-01 14:19:32,1,dr5rumg3ht4w,dr5rut0vy8r0,3.7
2013-02-09 18:02:16,2,dr5rsx0m75sf,dr5ruebktnte,10.5
2009-09-29 19:39:20,1,dr5rues3k861,dr72j0mxvh75,8.5
2013-02-24 00:50:32,1,dr5ru81n1zcs,dr5rst32g8zk,7.0
2010-06-16 22:18:27,1,dr5ru2drbkct,dr5rsq425f3e,6.1
2014-10-23 10:41:34,1,dr5rugtbg4wb,dr5ruks13tqc,13.0
2009-06-22 11:10:00,5,dr5rumvgjvw8,dr5rukms7d3h,4.1
